CustomerID,Recency,Frequency,Monetary
15694,1,78,6479.4
15695,267,22,409.98
15696,33,168,2711.11
15699,18,18,309.65
15700,172,86,696.68
15701,2,230,1529
15703,265,5,211.5
15704,140,117,2293.62
15705,201,6,143.1
15706,64,55,1060.56
15707,35,205,916.98
15708,41,273,3235.25
15709,284,6,133.25
15712,9,53,1072.36
15713,143,19,356.7
15714,12,34,330.03
15716,146,117,1101.11
15717,234,7,150.3
15719,33,931,5030.07
15720,24,128,598.73
15721,12,84,471.4
15722,36,67,2211.21
15723,365,38,190.7
15724,201,11,218.25
15725,15,32,415.25
15727,17,301,5159.06
15729,213,5,85
15730,66,70,1120.88
15732,212,14,294.12
15733,283,10,162.3
15734,115,26,1339.45
15737,15,71,1188.12
15738,19,173,4812.42
15739,66,8,449.12
15740,49,9,154.88
15743,16,86,775.96
15744,78,3,34.8
15745,19,62,1094.59
15746,134,28,196.88
15747,13,90,946.64
15748,40,20,144.36
15749,235,10,44534.3
15750,3,291,2463.05
15752,40,405,2626.6
15753,305,1,79.2
15754,51,28,458.57
15755,10,141,2364.25
15756,61,191,528.01
15757,66,45,714.42
15758,25,9,205.25
15759,218,7,253.04
15762,65,37,583.75
15763,32,61,1086.92
15764,88,180,3279.97
15766,64,11,315.06
15768,116,27,621.83
15769,7,130,56252.72
15773,6,10,635.68
15774,69,25,270.8
15775,245,7,104.9
15776,133,18,241.62
15777,241,21,1047.11
15780,184,29,475.28
15781,25,20,345.46
15782,10,43,2614.74
15783,11,14,246.3
15785,33,83,2328.97
15786,46,266,4919
15787,26,200,933.26
15789,358,25,351.3
15790,10,34,218.75
15791,44,75,1612.69
15793,15,12,965.61
15795,150,42,610.01
15796,1,132,2708.61
15797,113,8,2207.4
15799,76,98,884.14
15800,107,117,696.89
15801,46,64,1063.95
15802,143,1,451.42
15803,51,8,415.82
15804,1,263,4206.39
15805,23,299,5488.18
15806,46,31,784.58
15807,50,48,903.9
15808,306,195,3651.27
15809,36,35,515.77
15810,79,89,1391.98
15811,22,133,2218.62
15812,107,41,1801.14
15813,208,40,1303.91
15814,17,72,1945.33
15815,64,49,2100.6
15819,49,123,1905.45
15820,320,17,206.98
15821,44,62,570.96
15822,3,33,885.47
15823,372,1,15
15825,172,20,532.94
15826,56,68,1654.31
15827,73,115,1836.09
15829,99,51,636.14
15830,38,39,576
15831,58,66,794.64
15832,254,54,836.79
15834,70,269,2225.15
15835,44,50,954.09
15836,50,10,137.37
15837,65,24,391.98
15838,11,167,33643.08
15839,33,62,1048.49
15840,59,27,355.56
15841,73,47,1224.06
15843,304,8,118.95
15844,46,11,130.74
15845,18,138,3711.77
15847,38,22,389.27
15850,19,93,234.88
15852,187,22,160.71
15853,52,30,110.8
15854,4,138,2969.12
15855,137,80,712.24
15856,4,628,16143.64
15857,19,14,297
15858,16,188,1427.57
15860,41,139,965.16
15861,12,540,3146.92
15862,8,147,832.88
15863,26,18,68.84
15864,22,20,1936.32
15865,41,40,895.13
15866,101,43,211.89
15867,5,459,3810.14
15869,277,15,149.64
15870,33,74,351.44
15872,15,108,316.25
15874,64,120,4405.88
15877,2,126,490.33
15880,369,96,329.03
15881,312,29,501.39
15882,199,23,516.36
15883,2,49,396.48
15885,93,18,379.35
15886,60,12,181.09
15888,81,12,168.31
15889,157,85,420.07
15891,227,60,511.68
15894,253,37,258.25
15895,150,11,179.17
15897,194,22,208.59
15898,1,84,1383.83
15899,369,4,56.25
15900,24,47,337.28
15901,17,111,351.73
15903,10,74,5126.76
15904,8,30,164.68
15906,20,150,1567.69
15907,4,226,882.72
15909,174,7,191.94
15910,1,266,1228.88
15912,178,19,264.62
15916,16,151,1502.86
15917,248,12,123.1
15918,191,40,334.23
15919,20,122,525.69
15920,154,60,167.5
15921,173,24,323.03
15922,373,11,369.5
15923,373,21,127.08
15925,194,12,207.15
15930,67,21,426.63
15932,4,115,2495.87
15933,21,74,1107.46
15935,239,12,416.86
15937,64,7,145.35
15938,112,18,404.58
15939,90,76,6115.01
15940,311,1,35.8
15942,134,14,337.44
15944,277,6,325.1
15945,365,2,181
15947,83,29,1708.24
15948,8,60,955.24
15949,17,19,364.72
15950,32,97,1744.71
15951,9,41,708.22
15952,34,84,781.91
15953,15,97,1657.28
15955,24,183,4416.26
15957,32,42,428.89
15958,74,7,104.35
15963,20,28,470.76
15965,17,111,808.87
15967,23,80,397.68
15969,3,20,666.1
15970,304,11,314.1
15971,18,35,4199.85
15973,367,4,307.82
15974,39,176,3442.15
15975,84,24,371.01
15976,165,96,427.64
15977,17,65,1054.73
15978,77,49,1098.78
15980,89,43,2398.86
15981,25,97,3408.48
15983,22,112,1465.12
15984,3,258,2780.63
15985,123,37,1142.42
15986,30,14,168.12
15987,12,128,1432.77
15988,19,26,156.78
15990,44,52,792.11
15992,4,3,41.99
15993,9,543,2777.67
15994,55,32,414.27
15996,88,127,1032.58
15998,37,504,3080.22
16000,3,9,12393.7
16003,30,103,2735.37
16005,12,201,578.71
16006,211,8,101.4
16007,48,381,1693.81
16008,24,33,478.78
16009,22,82,972.11
16010,246,79,392.4
16011,8,210,3352.96
16012,35,94,1415.29
16013,4,139,37130.6
16014,38,138,646.83
16015,4,181,704.55
16016,3,224,1465.51
16017,47,32,211.88
16018,39,28,408.9
16019,47,160,3786.24
16020,17,46,851.01
16022,260,71,602.63
16023,46,101,719.81
16024,12,63,251.03
16025,30,28,439.66
16026,43,32,236.09
16027,92,16,934.62
16029,39,241,80850.84
16030,310,29,331.24
16031,92,98,547.9
16033,6,1128,8778.82
16034,196,22,437.7
16036,87,55,758.92
16037,270,39,855.02
16038,8,26,471.78
16040,65,65,1313.55
16041,31,6,3166.4
16042,22,70,1177.47
16043,38,39,773.99
16045,120,83,1340.7
16048,373,8,256.44
16049,40,299,1074.81
16050,174,10,137.9
16052,54,34,362.06
16053,33,84,1511.95
16054,145,70,783.9
16055,221,8,134.8
16056,45,66,650.75
16057,16,121,2263.12
16059,66,178,1453.16
16062,10,64,1153.62
16063,260,23,335.32
16065,365,73,367.14
16066,17,101,1521.04
16070,22,33,852.15
16071,45,21,326.24
16072,288,23,584.32
16073,297,1,122.4
16076,3,129,2234.73
16078,284,1,79.2
16079,17,21,1352
16080,82,10,217.16
16081,56,223,2799.42
16083,101,31,1317.62
16084,299,38,436.18
16085,23,167,981.51
16086,59,39,1121.39
16091,155,18,315.06
16092,115,51,817.86
16093,107,1,17
16094,12,63,1078.23
16096,264,12,320.62
16097,240,10,185.05
16098,88,67,2005.63
16099,50,39,731.9
16101,71,76,1290.7
16102,42,57,1842.14
16103,7,48,1429.64
16104,62,28,298.21
16105,249,13,336.96
16106,66,6,108.38
16107,18,31,3204.16
16108,85,48,842.5
16109,219,18,611.88
16110,45,342,1320.95
16112,143,16,195.74
16113,183,30,161.38
16114,171,8,135.75
16115,10,279,1660.88
16116,212,34,612.78
16117,190,30,232.21
16119,8,16,423.36
16120,59,30,1309.14
16121,57,204,854.66
16122,73,38,684.42
16123,52,16,307.78
16124,317,11,249
16125,367,13,289.35
16126,29,117,6287.77
16127,39,40,656.25
16128,18,89,1880.22
16131,52,78,3506.54
16133,4,339,14589.04
16134,22,35,618.09
16135,263,21,517.55
16136,60,37,709.38
16139,19,31,635.41
16140,66,35,725.18
16141,88,30,620.4
16142,250,37,535.34
16143,3,117,2424.94
16144,247,1,175.2
16145,9,224,3799.49
16146,157,29,734.13
16147,134,22,375
16148,296,1,76.32
16149,5,18,280.52
16150,43,117,2053.02
16152,269,29,1829.04
16153,50,89,1824.23
16156,9,128,3092.04
16157,16,18,656.69
16159,282,14,348.2
16160,65,20,1025.44
16161,2,471,5533.67
16162,252,2,37.4
16163,232,6,856.6
16164,17,34,822.48
16168,11,98,3787.6
16169,8,85,1822.97
16170,51,125,1885.05
16171,59,3,73.2
16172,95,69,1140.21
16173,16,84,1418.32
16174,126,23,1009.55
16175,94,58,1037.59
16177,50,15,331.95
16178,138,8,197.9
16179,61,11,215.83
16180,100,162,10254.18
16181,73,11,305.54
16182,72,28,6617.65
16183,67,15,338.71
16184,64,45,1158.79
16185,17,31,529.41
16186,23,218,4006.94
16187,32,295,6911.44
16188,45,67,981.86
16189,16,11,215.48
16190,40,6,215.08
16191,3,134,5180.52
16193,237,19,314.45
16198,75,15,400.681
16200,4,172,1068.87
16201,3,111,1863.47
16202,361,18,365.27
16203,59,35,592.9
16204,23,50,384.18
16205,31,97,757.63
16206,55,63,537.06
16207,25,19,394.38
16208,45,66,664.26
16209,89,46,2262.62
16210,2,123,21086.3
16211,89,23,547.02
16212,19,41,690.34
16213,79,6,159
16214,171,44,1062.75
16215,81,14,242.35
16216,267,37,914.93
16217,235,15,304.25
16218,30,84,3084.68
16221,37,95,860.86
16222,318,122,773.55
16224,57,96,1295.3
16225,45,134,1096.32
16226,203,8,255.12
16227,225,6,314.22
16229,87,47,1010.6
16230,190,35,542.03
16232,44,37,990.88
16233,71,22,536.68
16235,41,46,867.31
16236,78,20,432.2
16239,57,19,414.2
16240,24,135,3718.8
16241,10,655,2590.31
16242,8,292,3579.86
16243,34,51,409.1
16244,212,91,1522.75
16245,24,90,1413.66
16247,170,16,114.56
16248,62,7,152.94
16249,53,69,1800.07
16250,261,24,389.44
16253,67,123,3683.86
16255,17,270,2619.91
16256,267,13,752.43
16257,177,2,46.95
16258,45,135,5203.51
16260,51,18,1035.45
16261,17,119,728.54
16265,9,258,5447
16266,74,61,861.89
16268,71,45,667.65
16270,353,54,1141.24
16271,3,130,1404.64
16272,117,25,411.7
16274,373,65,351.75
16275,197,33,559.87
16276,177,6,810.6
16278,100,23,566.38
16279,21,106,1502.78
16281,72,17,2062.06
16282,340,11,168.3
16283,6,166,1570.81
16284,31,103,812.68
16287,170,8,142.5
16292,122,17,302.25
16293,22,118,2248.99
16295,10,79,1328.55
16297,269,20,301.9
16298,23,27,598.2
16302,127,11,233.22
16303,26,162,5360.63
16305,139,22,361.22
16306,214,41,632.27
16308,38,4,2560
16309,106,42,706.57
16311,18,37,616.26
16313,3,16,274.15
16315,331,14,226.37
16316,64,151,2938.91
16317,120,69,1341.65
16318,35,19,328.15
16319,218,3,404.4
16320,172,56,1038.46
16321,72,12,373.65
16322,1,37,326.75
16323,196,1,207.5
16324,128,111,408.59
16325,47,18,594.24
16326,6,300,3039.22
16327,14,317,3820.27
16330,18,39,251.91
16332,28,151,1582.8
16333,8,45,26626.8
16337,37,10,151.05
16338,157,11,214.8
16339,284,18,94.05
16340,107,141,534.31
16341,25,77,1971.87
16342,75,15,322.41
16343,16,43,328.58
16344,158,2,101.1
16345,44,37,565.46
16347,11,85,847.45
16348,32,222,1415.65
16349,291,9,53.5
16350,21,57,1116.47
16351,333,8,153.9
16352,18,28,494.44
16353,4,94,6675.71
16354,63,39,395.8
16356,198,31,211.77
16357,33,34,658.88
16358,1,109,2027.5
16359,7,66,1750.92
16360,5,636,3450.41
16361,10,104,891.21
16362,32,77,709.99
16363,53,5,109.36
16364,12,52,705.79
16365,18,51,1540.42
16366,19,18,327.3
16367,37,127,800.67
16368,2,69,479.91
16369,18,117,1545.41
16370,82,221,1301.91
16372,33,92,355.73
16374,66,109,466.73
16376,9,122,974.96
16377,267,5,676.2
16378,247,23,362.95
16379,4,108,2157.4
16380,61,31,1743.15
16383,75,98,643.76
16384,90,33,584.5
16385,60,57,554.86
16386,29,81,302.57
16387,323,4,94.36
16389,53,34,1382.07
16392,270,43,217.89
16393,2,327,3040.96
16394,57,83,1555.34
16395,61,206,1482.06
16398,154,82,1705.8
16399,19,72,408.02
16400,95,29,303.93
16401,1,186,4098.32
16402,265,57,293.45
16403,312,10,177.5
16404,70,23,443.05
16405,302,5,167.25
16406,19,59,154.35
16407,13,168,2079.68
16409,36,231,2022.98
16411,19,44,211.7
16412,54,30,135.99
16413,57,31,262.2
16414,22,7,126.25
16415,44,47,200.27
16416,27,71,1051.4
16418,45,95,631.12
16419,113,50,958.71
16422,17,369,34684.4
16423,25,18,346.12
16424,191,5,133.56
16425,302,21,302.7
16426,2,353,1863.76
16427,263,9,241.06
16429,106,2,284.55
16430,57,6,300.85
16431,213,76,623.28
16432,64,8,287.4
16433,28,17,184.26
16434,29,107,1511.8
16438,6,132,798.35
16440,8,282,3640.67
16441,67,24,381.2
16442,2,171,609.3
16444,46,84,654.67
16445,34,63,230.51
16446,1,3,168472.5
16447,136,34,255.91
16448,198,19,182.99
16449,198,40,707.69
16450,150,11,311.92
16451,88,14,266.97
16454,45,2,6.9
16455,64,99,1841.18
16456,99,110,2158.18
16457,218,9,208.36
16458,3,202,3482.74
16460,28,132,811.23
16461,178,32,142.92
16462,74,3,136
16463,21,82,1422.4
16464,20,230,1298.66
16466,34,146,1595.96
16468,74,2,74.9
16469,24,171,625.42
16470,52,164,752.77
16471,275,13,223.95
16473,165,18,316.11
16474,7,337,1810.65
16475,88,28,544.3
16477,64,146,2494.46
16478,25,17,331
16479,10,35,300.83
16480,76,53,769.29
16482,16,18,220.62
16483,192,19,139.35
16484,174,25,404.3
16485,77,42,363.65
16488,33,29,498.8
16491,47,39,731.5
16493,80,56,1351.63
16494,297,50,826.53
16495,3,88,648.26
16496,9,95,1599.52
16497,50,136,2965.69
16498,161,15,100.97
16499,360,19,365.45
16500,5,11,400.86
16503,107,84,1431.93
16504,25,83,465.88
16505,32,4,777.6
16506,20,3,90.3
16509,297,13,363.7
16510,372,13,248.1
16511,22,159,918.33
16513,5,35,874.59
16515,52,111,1624.14
16516,30,6,101.7
16517,277,17,162.7
16518,61,40,484.32
16519,25,13,215.08
16520,186,156,1046.57
16523,2,290,9418.47
16525,2,183,13027.45
16526,172,15,290.36
16527,81,14,228.06
16528,4,17,244.41
16529,190,30,455.25
16531,22,77,1244.59
16532,18,4,6748.8
16533,19,176,1082.81
16535,5,31,593.75
16536,110,54,548.12
16539,3,45,1388.81
16542,54,5,119.62
16545,165,3,339.3
16546,291,25,787.15
16549,10,925,4034.9
16550,109,251,2298.97
16551,96,32,922.12
16552,243,17,379.73
16553,163,84,5719.82
16554,42,52,837.1
16555,35,17,285.89
16556,67,207,3313.79
16557,24,11,281.85
16558,1,460,8338.49
16560,27,57,841.41
16561,6,31,511.12
16563,54,19,1077.74
16565,364,3,173.7
16566,15,18,614.66
16567,194,35,865.6
16569,3,5,124.2
16570,15,126,3738.4
16571,27,87,1421.69
16572,127,57,1009.6
16573,85,42,663.61
16574,71,28,451.44
16581,183,9,105.84
16582,113,6,313.62
16583,374,14,233.45
16584,80,28,936.08
16586,249,8,463.95
16587,232,13,225.15
16589,71,33,459.24
16591,69,10,213.5
16592,4,216,4113.68
16593,51,27,330.03
16594,75,53,181.09
16595,61,85,360.16
16596,16,12,250.15
16597,4,7,90.04
16598,286,10,145.05
16600,4,62,813.52
16601,41,30,242.7
16602,36,29,528.08
16603,75,34,482.47
16607,18,172,3347.71
16609,15,276,5493.46
16610,219,6,75.66
16611,186,10,129.49
16612,33,66,1187.66
16613,70,30,618.59
16614,183,26,506.19
16616,15,33,500.42
16617,236,5,151.85
16618,31,96,2647.59
16619,264,14,226.21
16620,4,9,178.96
16621,52,29,813.48
16623,246,5,129.45
16624,81,48,810.57
16625,275,23,333.08
16626,1,179,4413.1
16627,79,20,322.8
16628,30,117,2188.05
16629,74,60,408.63
16633,17,152,2883.1
16634,223,9,217.9
16637,32,69,1154.47
16638,23,94,1680.72
16639,31,50,1257.51
16641,106,12,231.1
16642,5,34,688.33
16643,246,27,487.51
16644,178,62,833.78
16647,170,14,214.06
16648,43,19,290.66
16650,72,24,518.42
16652,59,118,6773.97
16653,16,69,1212.66
16654,141,29,601.27
16655,18,258,3789.52
16656,22,73,8625.8
16657,10,192,874.43
16658,368,8,123.24
16659,189,2,39.12
16660,16,16,1267.65
16665,362,9,135.4
16666,19,32,118.98
16667,68,52,567.18
16668,15,20,306.72
16669,24,156,1348.88
16670,17,252,4095.9
16671,28,6,1692.27
16672,2,114,8134.94
16674,55,93,304.24
16676,34,89,1592.12
16678,3,163,3109.99
16679,366,3,129.75
16680,43,10,183.7
16681,73,44,1770.34
16682,5,30,1028
16684,4,277,66653.56
16685,61,62,324.24
16686,47,544,2959.88
16688,1,62,1260.86
16689,76,13,422.6
16690,72,12,225.58
16692,256,3,1276
16693,69,59,477.86
16696,135,10,657.9
16697,241,21,112.75
16698,227,5,1998
16700,9,308,5076.55
16701,9,144,5398.3
16705,1,270,14034.99
16706,37,123,531.35
16708,46,27,656.63
16709,85,79,3029.87
16710,19,394,2467.99
16711,3,22,1651.03
16712,9,438,3611.31
16713,19,619,6910.78
16714,219,87,1129.06
16715,78,19,301.72
16716,267,2,901.2
16717,24,198,3843.08
16718,369,44,606.05
16719,15,196,1770.22
16720,26,25,152.95
16721,262,37,292.47
16722,17,225,4730.81
16723,91,42,576.4
16725,302,145,758.27
16726,26,178,1358.74
16727,364,44,256.32
16728,46,263,1048.28
16729,38,656,7205.33
16730,52,82,743.11
16732,32,28,603.75
16734,52,52,646.76
16735,79,116,2247.41
16737,53,1,417.6
16738,298,1,3.75
16739,177,13,323
16742,47,1,464.9
16743,29,190,2213.13
16744,11,236,1291.91
16745,87,355,7180.7
16746,5,444,6680.11
16747,38,42,836.06
16748,18,69,1515.9
16750,45,95,623.93
16751,31,25,1764.72
16752,373,9,207.5
16753,58,34,223.92
16754,372,2,2002.4
16755,114,165,1475.43
16756,215,13,239.4
16757,319,7,106.83
16758,65,22,369.34
16759,8,42,789.79
16761,97,13,316.62
16762,20,63,1207.24
16763,199,23,611.85
16764,4,700,2790.95
16765,294,1,34
16766,273,34,1145.6
16767,31,221,5575.56
16768,48,54,478.09
16769,260,38,361.54
16770,58,140,757.1
16771,33,254,2242.61
16773,57,26,171.59
16774,68,48,661.52
16775,10,157,1691.51
16776,60,71,371.54
16777,80,48,222.62
16778,74,16,245.94
16779,2,331,10611.72
16780,100,59,422.24
16781,372,17,311.25
16782,10,183,2267.95
16784,20,3,107.6
16788,123,148,594.39
16789,8,5,80.8
16790,4,93,1545.62
16791,29,314,1705.78
16792,282,12,110.38
16793,57,16,243.84
16794,1,278,1196.5
16795,365,66,414.88
16796,89,18,305.62
16800,11,156,1162.65
16801,163,75,1594.23
16803,65,24,332.3
16804,23,60,536.99
16805,174,98,460.59
16806,103,93,762.16
16807,143,67,1121.59
16808,99,23,288.42
16809,23,149,914.69
16810,192,15,309.54
16811,5,28,547.07
16812,361,15,479.35
16813,8,426,1652.18
16814,14,319,6416.7
16816,103,28,417.06
16817,3,86,1604.75
16818,11,189,3349.57
16820,96,26,497.61
16823,227,38,358.38
16824,16,26,460.64
16825,39,28,775.18
16826,51,22,341.7
16828,93,8,128.5
16829,157,11,197.22
16830,39,23,325.91
16832,184,12,199.15
16833,1,47,1106.53
16834,228,24,413.46
16835,128,10,180.85
16836,40,11,251.87
16837,31,165,3170.98
16838,197,25,588.85
16839,9,266,16594.35
16841,37,116,1869.82
16842,101,63,1264.19
16843,43,378,10196.57
16846,50,11,214.32
16847,43,12,193.44
16848,53,14,281.42
16849,187,8,124.57
16850,334,19,332.41
16851,4,20,342.45
16852,10,9,144.91
16855,24,19,328.4
16856,15,2,35.4
16858,369,10,375.69
16859,145,52,747.81
16861,60,6,173.76
16863,31,26,502.8
16866,141,11,207.74
16869,23,127,817.12
16871,22,137,2812.34
16872,77,7,680.02
16873,5,279,7123.62
16875,67,112,2095.53
16877,12,156,846.62
16878,84,3,13.3
16880,31,174,1491.43
16881,67,1,432
16882,67,39,705.12
16883,187,37,272.48
16884,38,26,429.84
16885,15,96,450.41
16887,35,36,192.33
16889,195,135,1578.67
16891,2,186,742.43
16892,1,97,518.19
16893,367,45,145.93
16895,65,62,202.27
16897,299,37,289.78
16898,26,157,501.03
16899,8,123,1271.06
16900,17,79,887.11
16902,116,44,1706.88
16903,29,56,363.2
16904,4,665,3653.75
16905,5,199,3037.6
16906,82,86,559.59
16907,29,140,928.76
16909,72,18,379.14
16910,4,545,1508.96
16912,29,100,2555.58
16913,290,8,113.44
16914,36,30,183.76
16915,9,57,621.68
16916,24,136,562.41
16917,277,9,391.52
16918,50,128,1068.82
16919,156,326,2592.25
16921,61,55,154.18
16923,12,626,7069.08
16924,21,81,829.89
16926,371,14,230.25
16927,116,6,543.05
16928,80,204,2814.7
16929,4,77,1295.39
16930,26,53,378.89
16931,5,886,4554.87
16932,53,48,150.23
16933,1,44,563.23
16934,55,61,931.03
16936,26,56,261.9
16938,9,235,2711.68
16940,52,305,3049.88
16942,13,277,1904.99
16943,212,33,816.73
16945,22,249,4345.5
16947,236,21,406.48
16948,139,19,435.02
16949,4,60,1286.27
16950,57,42,1178.56
16951,135,86,1277.75
16952,109,16,167.61
16953,30,1,20.8
16954,1,54,2085.08
16955,185,25,518.67
16956,18,16,308.74
16957,239,16,416.64
16959,87,7,117.35
16960,39,101,507.05
16961,116,14,234.17
16963,187,7,110.55
16965,227,26,201.19
16966,8,28,2154.97
16967,189,21,319.02
16968,4,31,439.43
16969,39,42,650.41
16971,38,41,357.21
16976,267,2,251.52
16978,78,39,344.33
16979,4,89,1852
16980,255,81,1028.46
16982,61,22,384.06
16983,13,143,1905.87
16984,88,400,4459.52
16985,17,120,5464.12
16986,30,3,1873.2
16987,3,128,1616.8
16988,5,7,126.12
16989,7,12,1133.25
16990,219,1,179
16992,11,93,1614.31
16996,30,37,1456.96
16997,288,12,702
16998,150,4,295
16999,23,23,484.82
17001,1,169,3989.57
17002,86,49,1493.73
17004,46,43,1312.14
17006,5,44,781.78
17007,51,52,889.93
17010,18,11,195.36
17011,30,15,270.9
17014,8,72,583.43
17015,29,214,1838.61
17017,3,252,8694.26
17018,41,16,920.1
17019,11,228,1258.08
17022,31,7,71
17024,45,3,95.85
17025,61,9,357.77
17026,185,4,154.83
17027,79,148,877.56
17029,111,2,716
17030,64,11,146.87
17031,12,22,380.35
17033,86,28,1030.14
17034,16,30,745.52
17035,246,28,433.53
17037,88,75,1267.32
17038,30,22,112.4
17040,138,15,449.73
17041,27,69,1071.49
17042,3,97,1036.58
17043,32,102,1735.18
17044,25,6,948.48
17045,113,22,339.44
17046,157,22,642.02
17047,85,65,1100.9
17048,118,43,925.35
17049,3,317,5655.03
17050,96,308,3185.64
17051,194,42,240.89
17052,28,83,399.09
17053,131,13,498.48
17054,28,83,1356.33
17058,82,62,1179.89
17059,30,514,3080.39
17060,266,5,234.24
17061,74,99,5232.23
17062,314,69,533.33
17063,21,78,1461.14
17064,59,61,855.45
17068,12,296,4552.14
17069,28,143,2709.7
17070,114,62,304.24
17071,28,140,2429.03
17073,18,174,1446.09
17075,18,77,834.12
17076,36,25,841.08
17078,36,28,378.2
17079,78,2,118.8
17080,22,8,287.62
17081,25,63,288.91
17082,33,81,2003.85
17083,109,52,1405.78
17084,35,149,2747.99
17085,123,186,1562.4
17086,7,96,2050.08
17088,28,115,1991.01
17090,4,61,1974.65
17091,3,195,3827.76
17092,50,124,1774.03
17094,322,14,302
17095,23,74,1324.16
17096,15,48,1022.13
17097,2,211,954.42
17100,18,65,971.74
17101,10,42,1621.73
17102,262,1,25.5
17105,159,90,665.78
17107,33,416,10797.48
17109,29,116,881.29
17110,165,12,163.3
17111,47,29,231.61
17114,6,123,801.12
17115,8,39,837.5
17117,288,9,116.2
17118,318,10,157.02
17119,3,35,606.91
17120,233,18,307.46
17122,119,7,138.32
17123,162,9,345.3
17124,185,31,294.24
17125,50,35,230.5
17126,152,248,989.45
17128,335,14,157.09
17131,5,134,2463.17
17133,16,27,4892.24
17134,107,23,413.2
17135,16,52,1139.73
17138,276,24,380.5
17139,16,477,10650.77
17140,247,18,454.12
17142,239,15,579
17144,1,48,984.57
17146,106,35,749.78
17147,23,81,1714.59
17148,52,9,124.88
17152,195,14,1689.5
17153,24,14,213.78
17154,75,23,329.34
17155,18,20,251.7
17157,8,13,319
17158,32,67,1266.97
17159,22,101,1538.88
17160,31,229,3518.03
17162,29,104,1715.46
17163,22,5,293.1
17164,33,144,2467.35
17165,284,10,158.68
17166,39,12,206.34
17169,58,54,835.78
17171,289,16,224.91
17172,79,15,317.76
17173,5,86,3766.6
17174,218,4,59.9
17175,44,63,1443.69
17176,202,15,306.13
17179,178,80,711.79
17180,56,125,783.97
17181,57,23,239.92
17183,8,73,3347.31
17186,47,2,144
17187,227,10,203.95
17188,11,84,2474.23
17189,106,60,383.75
17190,59,19,444.74
17191,28,236,2093.68
17193,36,32,1699.3
17194,274,29,262.62
17197,30,29,1013.01
17198,24,96,692.22
17201,54,38,289.78
17203,36,148,3560.08
17204,175,57,1564.56
17205,54,13,384.08
17206,53,7,204.24
17211,27,211,2317.22
17212,253,4,226.85
17213,40,157,2781.23
17214,60,101,1059.12
17217,234,9,113.5
17218,4,271,1951.97
17219,32,25,114.23
17220,24,467,3187.55
17221,7,62,334.48
17222,65,27,328.65
17223,310,48,416.89
17226,309,21,393.49
17227,19,47,939.32
17228,16,208,1906.09
17229,96,47,318.76
17230,264,69,3638.41
17231,12,531,3124.72
17232,3,35,417.77
17233,35,25,190.88
17234,183,14,149.89
17235,25,29,550.06
17236,13,105,916.13
17237,11,19,314.69
17238,3,555,3719.1
17239,313,15,382.5
17242,108,40,1135.04
17243,1,387,8540.05
17244,53,31,954.9
17245,205,9,171.45
17247,15,54,280.09
17248,120,69,318.65
17250,4,56,381.97
17251,363,37,269.83
17252,117,86,348.91
17253,18,18,178.26
17254,5,111,271.19
17255,41,74,291.48
17256,107,16,240
17259,148,116,581.23
17262,52,12,1253.36
17263,208,23,63.44
17265,139,122,550.01
17266,2,73,296.58
17267,127,37,317.2
17268,108,6,763.64
17272,42,114,2148.63
17274,35,25,107.82
17277,228,69,1065.35
17278,241,15,246.04
17279,58,9,187.83
17282,130,89,1685.46
17284,60,291,1647.48
17286,22,44,151.37
17287,26,122,1049.06
17288,9,140,1417.63
17289,32,104,931.02
17290,4,96,513.01
17291,308,1,550.8
17293,8,132,1854.06
17295,29,68,547
17297,17,49,128.18
17298,101,30,498.42
17299,12,55,656.61
17301,21,59,163.24
17302,15,79,1135.63
17303,361,53,250.04
17306,11,66,8631.31
17309,95,12,82.75
17311,78,55,1384.85
17312,139,14,644.3
17313,31,24,2328.84
17314,25,131,2527.92
17315,2,471,6281.23
17317,46,9,2600.34
17320,100,73,1200.62
17321,8,99,657.16
17323,15,195,906.52
17324,18,49,986.48
17325,280,6,96.8
17329,14,33,523.11
17330,23,6,363.9
17331,124,1,175.2
17333,86,28,494.25
17334,302,11,307.02
17337,151,521,1981.06
17338,17,721,6493.54
17339,94,9,243.36
17340,30,407,12353.29
17341,157,157,682.29
17343,355,17,193.64
17344,46,31,157.62
17345,15,83,519.69
17346,4,483,2622.88
17347,86,1,228.96
17348,15,213,1156.6
17349,179,8,98.25
17350,8,70,1281.32
17351,36,27,587.15
17353,129,8,1740
17354,51,16,1393.06
17356,312,19,178.22
17357,24,44,384.39
17358,303,58,360.81
17359,11,15,127.86
17360,17,125,568.24
17361,49,29,488.2
17362,239,35,312.23
17364,1,406,4462.68
17365,13,465,4767.36
17367,238,33,167.55
17368,23,107,1878.87
17370,73,33,446.18
17371,17,86,418.4
17372,41,251,1337.18
17373,40,57,646.92
17374,219,28,495.77
17375,199,69,400.1
17376,71,24,203.2
17377,24,404,4058.32
17379,11,78,389.72
17381,9,109,20275.61
17382,65,2,65.4
17383,4,49,193.39
17384,19,15,336.4
17385,15,45,256.11
17386,8,28,2686.42
17387,20,76,746.81
17388,78,15,1259.56
17389,1,213,31833.68
17391,164,3,508.8
17392,307,56,417.27
17394,219,4,203.87
17396,39,27,7330.8
17397,22,89,681.41
17398,115,38,653.38
17400,126,206,2097.84
17402,5,59,2633.85
17403,36,32,263.92
17404,4,198,31906.82
17405,1,82,1031.41
17406,333,111,2184.42
17408,163,2,32.65
